date,text,place
3/30/2019 8:22:38,"соленый огурец, на полу валяется никто его не ест",Москва
3/30/2019 10:14:32,Большая шоколадина,г Сарапул Удмуртской республики
3/30/2019 18:48:48,"Жадина-говядина, соленый огурец: на полу валяется никто ее не ест","Могилёв, Белапусь"
3/30/2019 22:06:57,"соленый огурец на полу валяется, никто его не ест","Калужская область, город Людиново"
3/30/2019 23:51:19,пустая шоколадина,Пермь
3/31/2019 0:45:40,Кусок-шоколадина,Киев
3/31/2019 6:36:19,в попе шоколадина,"Иркутская область, город Тулун"
3/31/2019 6:37:07,"соленый огурец, по полу валяется никто его не есть","Иркутская область, город Братск"
3/31/2019 9:13:10,Турецкий барабан,Москва
3/31/2019 9:54:00,Булка шоколадина,Город Киров
3/31/2019 12:44:03,Турецкий барабан,Москва
3/31/2019 14:53:28,"Соленый огурец, по полу валяется никто его не ест, муха подлетела, понюхала и съела",Николаевск-на-Амуре
3/31/2019 15:36:25,"Пустая
шоколадина
",Горький
3/31/2019 16:13:29,Солёный огурец,Кемерово
3/31/2019 18:07:07,"солёный огурец, по полу валяешься, никто тебя не ест","г.п. Видзы, Витебская обл., Республика Беларусь"
3/31/2019 18:09:16,"Соленый огурец, 
На полу валяется
Никто его не ест",г. Краснодар Краснодарского края
3/31/2019 22:42:05,"Солёный огурец, на улице валяется - никто его не ест",Ярославль
